id,title,genres,overview,cast,director,popularity,release_date,vote_average
1755,Wall Street,Crime Drama,"A young and impatient stockbroker is willing to do anything to get to the top, including trading on illegal inside information taken through a ruthless and greedy corporate raider whom takes the youth under his wing.",Charlie Sheen Michael Douglas Martin Sheen Daryl Hannah John C. McGinley,Oliver Stone,24.898687,10-12-1987,7.0
1016,Vantage Point,Drama Action Thriller Crime,The attempted assassination of the American President is told and re-told from several different perspectives.,Dennis Quaid Matthew Fox Forest Whitaker Sigourney Weaver William Hurt,Pete Travis,24.862767,01-02-2008,6.2
677,L.A. Confidential,Crime Drama Mystery Thriller,Three detectives in the corrupt and brutal L.A. police force of the 1950s use differing methods to uncover a conspiracy behind the shotgun slayings of the patrons at an all-night diner.,Kevin Spacey Guy Pearce Danny DeVito James Cromwell Kim Basinger,Curtis Hanson,24.860326,19-09-1997,7.7
2522,Astro Boy,Animation Action Family Science Fiction,"Set in futuristic Metro City, Astro Boy is about a young robot with incredible powers created by a brilliant scientist in the image of the son he has lost. Unable to fulfill the grieving man's expectations, our hero embarks on a journey in search of acceptance, experiencing betrayal and a netherworld of robot gladiators, before he returns to save Metro City and reconcile with the father who had rejected him.",Nicolas Cage Kristen Bell Bill Nighy Donald Sutherland Freddie Highmore,David Bowers,24.857079,15-10-2009,6.1
419,Lethal Weapon 4,Action Adventure Comedy Crime Thriller,"In the combustible action franchise's final installment, maverick detectives Martin Riggs and Roger Murtaugh square off against Asian mobster Wah Sing Ku, who's up to his neck in slave trading and counterfeit currency. With help from gumshoe Leo Getz and smart-aleck rookie cop Lee Butters, Riggs and Murtaugh aim to take down Ku and his gang.",Mel Gibson Danny Glover Joe Pesci Rene Russo Jet Li,Richard Donner,24.855701,10-07-1998,6.3
4356,Victor Frankenstein,Drama Science Fiction Thriller,Eccentric scientist Victor Von Frankenstein creates a grotesque creature in an unorthodox scientific experiment.,James McAvoy Daniel Radcliffe Jessica Brown Findlay Andrew Scott Charles Dance,Paul McGuigan,24.821138,10-11-2015,5.6
507,The Lost Boys,Horror Comedy,A mother and her two teenage sons move to a seemingly nice and quiet small coastal California town yet soon find out that it's overrun by bike gangs and vampires. A couple of teenage friends take it upon themselves to hunt down the vampires that they suspect of a few mysterious murders and restore peace and calm to their town.,Jason Patric Corey Haim Corey Feldman Dianne Wiest Kiefer Sutherland,Joel Schumacher,24.750909,31-07-1987,6.8
2006,Old School,Comedy,Three friends attempt to recapture their glory days by opening up a fraternity near their alma mater.,Luke Wilson Will Ferrell Vince Vaughn Ellen Pompeo Leah Remini,Todd Phillips,24.70166,21-02-2003,6.6
591,World Trade Center,Drama History Thriller,"On September, 11th 2001, after the terrorist attack to the World Trade Center, the building collapses over the rescue team from the Port Authority Police Department. Will Jimeno and his sergeant John McLoughlin are found alive trapped under the wreckage while the rescue teams fight to save them.",Nicolas Cage Maria Bello Maggie Gyllenhaal Michael Pe\u00f1a Jay Hernandez,Oliver Stone,24.697533,09-08-2006,5.9
1077,Four Brothers,Action Crime,Four adopted brothers return to their Detroit hometown when their mother is murdered and vow to exact revenge on the killers.,Mark Wahlberg Tyrese Gibson Andr\u00e9 Benjamin Garrett Hedlund Terrence Howard,John Singleton,24.694551,11-08-2005,6.7
4679,The Infiltrator,Crime Drama Thriller,A U.S Customs official uncovers a massive money laundering scheme involving Pablo Escobar.,Bryan Cranston Diane Kruger John Leguizamo Daniel Mays Benjamin Bratt,Brad Furman,24.672234,13-07-2016,6.6
903,Sky Captain and the World of Tomorrow,Mystery Action Thriller Science Fiction Adventure,"When gigantic robots attack New York City, ""Sky Captain"" uses his private air force to fight them off. His ex-girlfriend, reporter Polly Perkins, has been investigating the recent disappearance of prominent scientists. Suspecting a link between the global robot attacks and missing men, Sky Captain and Polly decide to work together. They fly to the Himalayas in pursuit of the mysterious Dr. Totenkopf, the mastermind behind the robots.",Jude Law Gwyneth Paltrow Giovanni Ribisi Angelina Jolie Bai Ling,Kerry Conran,24.664776,17-09-2004,5.7
2113,Edge of Darkness,Crime Drama Mystery Thriller,"As a seasoned homicide detective, Thomas Craven has seen the bleakest side of humanity. But nothing prepares him for the toughest investigation of his life: the search for his only daughter Emma's killer. Now, he is on a personal mission to uncover the disturbing secrets surrounding her murder, including corporate corruption, government collusion and Emma's own mysterious life.",Mel Gibson Ray Winstone Danny Huston Shawn Roberts Denis O'Hare,Martin Campbell,24.657931,29-01-2010,6.2
4100,No Good Deed,Crime Thriller,"Terri is a devoted wife and mother of two, living an ideal suburban life in Atlanta when Colin, a charming but dangerous escaped convict, shows up at her door claiming car trouble. Terri offers her phone to help him but soon learns that no good deed goes unpunished as she finds herself fighting for survival when he invades her home and terrorizes her family.",Idris Elba Taraji P. Henson Leslie Bibb Kate del Castillo Henry Simmons,Sam Miller,24.656068,10-09-2014,5.6
66,Star Trek: The Motion Picture,Science Fiction Adventure Mystery,"When a destructive space entity is spotted approaching Earth, Admiral Kirk resumes command of the Starship Enterprise in order to intercept, examine, and hopefully stop it.",William Shatner Leonard Nimoy DeForest Kelley James Doohan George Takei,Robert Wise,24.616634,06-12-1979,6.2
3662,Killing Them Softly,Crime Thriller,"Jackie Cogan is an enforcer hired to restore order after three dumb guys rob a Mob protected card game, causing the local criminal economy to collapse.",Brad Pitt Scoot McNairy Ben Mendelsohn James Gandolfini Ray Liotta,Andrew Dominik,24.612603,20-09-2012,5.8
473,The Fountain,Drama Adventure Science Fiction Romance,"Spanning over one thousand years, and three parallel stories, The Fountain is a story of love, death, spirituality, and the fragility of our existence in this world.",Hugh Jackman Rachel Weisz Ellen Burstyn Mark Margolis Stephen McHattie,Darren Aronofsky,24.606012,06-09-2006,6.8
707,Cold Mountain,Drama,"In this classic story of love and devotion set against the backdrop of the American Civil War, a wounded Confederate soldier named W.P. Inman deserts his unit and travels across the South, aiming to return to his young wife, Ada, who he left behind to tend their farm. As Inman makes his perilous journey home, Ada struggles to keep their home intact with the assistance of Ruby, a mysterious drifter sent to help her by a kindly neighbor.",Jude Law Nicole Kidman Ren\u00e9e Zellweger Eileen Atkins Brendan Gleeson,Anthony Minghella,24.598479,24-12-2003,6.7
216,Ed Wood,Comedy Drama History,"The mostly true story of the legendary ""worst director of all time"", who, with the help of his strange friends, filmed countless B-movies without ever becoming famous or successful.",Johnny Depp Martin Landau Sarah Jessica Parker Patricia Arquette Jeffrey Jones,Tim Burton,24.548633,27-09-1994,7.3
1230,Eraser,Action Drama Mystery Thriller,"U.S. Marshall John Kruger erases the identities of people enrolled in the Witness Protection Program. His current assignment is to protect Lee Cullen, who's uncovered evidence that the weapons manufacturer she works for has been selling to terrorist groups. When Kruger discovers that there's a corrupt agent within the program, he must guard his own life while trying to protect Lee's.",Arnold Schwarzenegger James Caan Vanessa Williams James Coburn Robert Pastorelli,Chuck Russell,24.507987,21-06-1996,5.6
283,Butch Cassidy and the Sundance Kid,History Drama Western Crime,"In late 1890s Wyoming, Butch Cassidy is the affable, clever and talkative leader of the outlaw Hole in the Wall Gang. His closest companion is the laconic dead-shot 'Sundance Kid'. As the west rapidly becomes civilized, the law finally catches up to Butch, Sundance and their gang.  Chased doggedly by a special posse, the two decide to make their way to South America in hopes of evading their pursuers once and for all.",Paul Newman Robert Redford Katharine Ross Strother Martin Henry Jones,George Roy Hill,24.499996,23-09-1969,7.4
453,Letters from Iwo Jima,Action Adventure Drama War,"The story of the battle of Iwo Jima between the United States and Imperial Japan during World War II, as told from the perspective of the Japanese who fought it.",Ken Watanabe Kazunari Ninomiya Tsuyoshi Ihara Ryo Kase Shidou Nakamura,Clint Eastwood,24.47248,19-12-2006,7.2
1437,Cellular,Action Adventure Crime Thriller,A young man receives an emergency phone call on his cell phone from an older woman. She claims to have been kidnapped – and the kidnappers have targeted her husband and child next.,Chris Evans Kim Basinger Jason Statham Jessica Biel William H. Macy,David R. Ellis,24.459948,06-09-2004,6.1
590,Man on the Moon,Comedy Drama Romance,"A film about the life and career of the eccentric avant-garde comedian, Andy Kaufman.",Jim Carrey Courtney Love Bob Zmuda Danny DeVito Gerry Becker,Milo\u0161 Forman,24.444186,22-12-1999,6.9
2963,The Other Guys,Action Comedy Crime,"NYPD detectives Christopher Danson (Johnson) and P.K. Highsmith (Jackson) are the baddest and most beloved cops in New York City. They don't get tattoos, other men get tattoos of them. Two desks over and one back, sit detectives Allen Gamble (Ferrell) and Terry Hoitz (Wahlberg). You've seen them in the background of photos of Danson and Highsmith, out of focus and eyes closed. They're not heroes, they're ""the other guys."" But every cop has his or her day and soon Gamble and Hoitz stumble into a seemingly innocuous case no other detective wants to touch that could turn into NYC's biggest crime. It's the opportunity of their lives, but do these guys have the right stuff?",Will Ferrell Mark Wahlberg Eva Mendes Samuel L. Jackson Dwayne Johnson,Adam McKay,24.399642,06-08-2010,6.1
554,Beneath the Planet of the Apes,Adventure Science Fiction Mystery,"Astronaut Brent is sent to rescue Taylor but crash lands on the Planet of the Apes, just like Taylor did in the original film. Taylor has disappeared into the Forbidden Zone so Brent and Nova try to follow and find him. He discovers a cult of humans that fear the Apes' latest military movements and finds himself in the middle. Tension mounts to a climactic battle between ape and man deep in the bowels of the planet.",James Franciscus Kim Hunter Maurice Evans Linda Harrison Charlton Heston,Ted Post,24.393296,01-05-1970,6.2
1372,Big Momma's House,Crime Comedy,"When a street-smart FBI agent is sent to Georgia to protect a beautiful single mother and her son from an escaped convict, he is forced to impersonate a crass Southern granny known as Big Momma in order to remain incognito.",Martin Lawrence Nia Long Paul Giamatti Jascha Washington Terrence Howard,Raja Gosnell,24.389194,31-05-2000,5.6
1914,Nanny McPhee,Fantasy Comedy Family,"Widower Cedric Brown (Colin Firth) hires Nanny McPhee (Emma Thompson) to care for his seven rambunctious children, who have chased away all previous nannies. Taunted by Simon (Thomas Sangster) and his siblings, Nanny McPhee uses mystical powers to instill discipline. And when the children's great-aunt and benefactor, Lady Adelaide Stitch (Angela Lansbury), threatens to separate the kids, the family pulls together under the guidance of Nanny McPhee.",Emma Thompson Colin Firth Kelly Macdonald Thomas Brodie-Sangster Eliza Bennett,Kirk Jones,24.356483,21-10-2005,6.4
796,Bandits,Action Comedy Crime Romance,Two bank robbers fall in love with the girl they've kidnapped.,Bruce Willis Billy Bob Thornton Cate Blanchett Troy Garity William Converse-Roberts,Barry Levinson,24.353302,12-10-2001,6.2
441,Escape from New York,Science Fiction Action,"In 1997, the island of Manhattan has been walled off and turned into a giant maximum security prison within which the country's worst criminals are left to form their own anarchic society. However, when the President of the United States crash lands on the island, the authorities turn to a former soldier and current convict, Snake Plissken, to rescue him.",Kurt Russell Lee Van Cleef Ernest Borgnine Donald Pleasence Isaac Hayes,John Carpenter,24.351305,22-05-1981,6.9
1647,Freaky Friday,Comedy,"Mother and daughter bicker over everything -- what Anna wears, whom she likes and what she wants to do when she's older. In turn, Anna detests Tess's fiancé. When a magical fortune cookie switches their personalities, they each get a peek at how the other person feels, thinks and lives.",Jamie Lee Curtis Lindsay Lohan Mark Harmon Harold Gould Haley Hudson,Mark Waters,24.345651,03-08-2003,6.0
1748,Pay It Forward,Drama Romance,"Like some other kids, 12-year-old Trevor McKinney believed in the goodness of human nature. Like many other kids, he was determined to change the world for the better. Unlike most other kids, he succeeded.",Kevin Spacey Helen Hunt Haley Joel Osment Jay Mohr Jim Caviezel,Mimi Leder,24.313684,12-10-2000,7.0
1207,Eight Below,Adventure Drama Family,"In the Antarctic, after an expedition with Dr. Davis McClaren, the sled dog trainer Jerry Shepherd has to leave the polar base with his colleagues due to the proximity of a heavy snow storm. He ties his dogs to be rescued after, but the mission is called-off and the dogs are left alone at their own fortune. For six months, Jerry tries to find a sponsor for a rescue mission.",Paul Walker Bruce Greenwood Moon Bloodgood Jason Biggs Gerard Plunkett,Frank Marshall,24.287306,17-02-2006,6.7
647,Persepolis,Animation Drama,"In 1970s Iran, Marjane 'Marji' Statrapi watches events through her young eyes and her idealistic family of a long dream being fulfilled of the hated Shah's defeat in the Iranian Revolution of 1979. However as Marji grows up, she witnesses first hand how the new Iran, now ruled by Islamic fundamentalists, has become a repressive tyranny on its own.",Chiara Mastroianni Danielle Darrieux Catherine Deneuve Simon Abkarian Gabrielle Lopes Benites,Vincent Paronnaud,24.281951,23-05-2007,7.7
1401,The Jacket,Drama Mystery Thriller Fantasy,"A military veteran goes on a journey into the future, where he can foresee his death and is left with questions that could save his life and those he loves.",Adrien Brody Keira Knightley Kris Kristofferson Jennifer Jason Leigh Kelly Lynch,John Maybury,24.240361,04-03-2005,6.8
2809,The Town,Crime Drama Thriller,"Doug MacRay is a longtime thief, who, smarter than the rest of his crew, is looking for his chance to exit the game. When a bank job leads to the group kidnapping an attractive branch manager, he takes on the role of monitoring her – but their burgeoning relationship threatens to unveil the identities of Doug and his crew to the FBI Agent who is on their case.",Ben Affleck Rebecca Hall Jeremy Renner Jon Hamm Blake Lively,Ben Affleck,24.218358,15-09-2010,7.0
3337,Flipped,Romance Drama,"When Juli meets Bryce in the second grade, she knows it's true love. After spending six years trying to convince Bryce the same, she's ready to give up - until he starts to reconsider.",Madeline Carroll Callan McAuliffe Rebecca De Mornay Anthony Edwards John Mahoney,Rob Reiner,24.210698,06-08-2010,7.4
4387,The Boy Next Door,Thriller,"A recently cheated on married woman falls for a younger man who has moved in next door, but their torrid affair soon takes a dangerous turn.",Jennifer Lopez Ryan Guzman Ian Nelson John Corbett Kristin Chenoweth,Rob Cohen,24.161735,23-01-2015,4.1
742,Two Weeks Notice,Romance Comedy,"Dedicated environmental lawyer Lucy Kelson goes to work for billionaire George Wade as part of a deal to preserve a community center. Indecisive and weak-willed George grows dependent on Lucy's guidance on everything from legal matters to clothing. Exasperated, Lucy gives notice and picks Harvard graduate June Carter as her replacement. As Lucy's time at the firm nears an end, she grows jealous of June and has second thoughts about leaving George.",Sandra Bullock Hugh Grant Alicia Witt Dana Ivey Robert Klein,Marc Lawrence,24.153567,19-12-2002,5.9
2073,Men of Honor,Drama,"Against formidable odds -- and an old-school diving instructor embittered by the U.S. Navy's new, less prejudicial policies -- Carl Brashear sets his sights on becoming the Navy's first African-American master diver in this uplifting true story. Their relationship starts out on the rocks, but fate ultimately conspires to bring the men together into a setting of mutual respect, triumph and honor.",Robert De Niro Cuba Gooding Jr. Charlize Theron Aunjanue Ellis Hal Holbrook,"George Tillman, Jr.",24.147269,13-09-2000,7.0
253,Solaris,Drama Science Fiction Adventure Mystery,"Ground control has been receiving strange transmissions from the three remaining residents of the Solaris space station. When cosmonaut and psychologist Kris Kelvin is sent to investigate, he experiences the strange phenomena that afflict the Solaris crew, sending him on a voyage into the darkest recesses of his own consciousness. Based on the novel by the same name from Polish author Stanislaw Lem.",Donatas Banionis Natalya Bondarchuk J\u00fcri J\u00e4rvet Anatoliy Solonitsyn Nikolay Grinko,Andrei Tarkovsky,24.132271,20-03-1972,7.7
1299,The Royal Tenenbaums,Comedy Drama,An estranged family of former child prodigies reunites when their father announces he has a terminal illness.,Gene Hackman Anjelica Huston Ben Stiller Gwyneth Paltrow Luke Wilson,Wes Anderson,24.13081,05-10-2001,7.4
510,Flatliners,Drama Horror Science Fiction Thriller,"Five medical students want to find out if there is life after death. They plan to stop one of their hearts for a few seconds, thus simulating death, and then bring the person back to life. A science fiction thriller from the early 1990's with a star studded cast.",Kiefer Sutherland Julia Roberts Kevin Bacon William Baldwin Oliver Platt,Joel Schumacher,24.114459,09-08-1990,6.3
1588,The Rundown,Adventure Action Comedy Thriller,"When Travis, the mouthy son of a criminal, disappears in the Amazon in search of a treasured artifact, his father sends in Beck, who becomes Travis's rival for the affections of Mariana, a mysterious Brazilian woman. With his steely disposition, Beck is a man of few words -- but it takes him all the discipline he can muster to work with Travis to nab a tyrant who's after the same treasure.","Dwayne Johnson Seann William Scott Rosario Dawson Christopher Walken Ernie Reyes, Jr.",Peter Berg,24.107835,26-09-2003,6.4
411,Cinderella Man,Romance Drama History,"The true story of boxer, Jim Braddock who, in the 1920’s after his retirement, has a surprise comeback in order to get him and his family out of a socially poor state.",Russell Crowe Ren\u00e9e Zellweger Paul Giamatti Craig Bierko Paddy Considine,Ron Howard,24.100863,02-06-2005,7.3
1539,My Sister's Keeper,Drama,"Sara and Brian live an idyllic life with their young son and daughter. But their family is rocked by sudden, heartbreaking news that forces them to make a difficult and unorthodox choice in order to save their baby girl's life. The parents' desperate decision raises both ethical and moral questions and rips away at the foundation of their relationship. Their actions ultimately set off a court case that threatens to tear the family apart, while revealing surprising truths that challenge everyone's perceptions of love and loyalty and give new meaning to the definition of healing.",Cameron Diaz Alec Baldwin Abigail Breslin Joan Cusack Sofia Vassilieva,Nick Cassavetes,24.09152,26-06-2009,7.1
1329,Spy Kids 2: The Island of Lost Dreams,Action Adventure Family,"Exploring the further adventures of Carmen and Juni Cortez, who have now joined the family spy business as Level 2 OSS agents. Their new mission is to save the world from a mad scientist living on a volcanic island populated by an imaginative menagerie of creatures. On this bizarre island, none of the Cortez's gadgets work and they must rely on their wits--and each other--to survive and save the day.",Antonio Banderas Carla Gugino Alexa PenaVega Daryl Sabara Steve Buscemi,Robert Rodriguez,24.085144,07-08-2002,5.3
3185,Beastly,Drama Fantasy Romance,"A curse transforms a handsome and arrogant young man into everything he detests in this contemporary retelling of Beauty and the Beast. Wealthy Kyle Kingson has everything a teenager could want in life, but he still gets off on humiliating the weaker and less attractive. When Kyle invites his misfit classmate Kendra to an environmental rally at their school, she questions his motivations but reluctantly accepts. Later, Kyle blows Kendra off, prompting the spurned goth girl to cast a dark spell on the swaggering egotist.",Alex Pettyfer Vanessa Hudgens Mary-Kate Olsen Lisa Gay Hamilton Neil Patrick Harris,Daniel Barnz,24.054062,21-01-2011,6.0
1045,Behind Enemy Lines,Action Drama Thriller War,"While flying a routine reconnaissance mission over Bosnia, fighter pilot Chris Burnett photographs something he wasn't supposed to see and gets shot down behind enemy lines, where he must outrun an army led by a ruthless Serbian general. With time running out and a deadly tracker on his trail, Burnett's commanding officer decides to risk his career and launch a renegade rescue mission to save his life.",Owen Wilson Gene Hackman Gabriel Macht Charles Malik Whitfield David Keith,John Moore,24.012986,17-11-2001,6.0
877,Layer Cake,Drama Thriller Crime,"When a seemingly straight-forward drug deal goes awry, XXXX has to break his die-hard rules and turn up the heat, not only to outwit the old regime and come out on top, but to save his own skin...",Daniel Craig Tom Hardy Colm Meaney George Harris Sally Hawkins,Matthew Vaughn,24.0034,30-09-2004,7.0
114,High Fidelity,Comedy Drama Romance Music,"When record store owner Rob Gordon gets dumped by his girlfriend, Laura, because he hasn't changed since they met, he revisits his top five breakups of all time in an attempt to figure out what went wrong. As Rob seeks out his former lovers to find out why they left, he keeps up his efforts to win Laura back.",John Cusack Iben Hjejle Todd Louiso Jack Black Lisa Bonet,Stephen Frears,23.982956,17-03-2000,7.0
118,Willy Wonka & the Chocolate Factory,Family Fantasy,Eccentric candy man Willy Wonka prompts a worldwide frenzy when he announces that golden tickets hidden inside five of his delicious candy bars will admit their lucky holders into his top-secret confectionary. But does Wonka have an agenda hidden amid a world of Oompa Loompas and chocolate rivers?,Gene Wilder Jack Albertson Peter Ostrum Roy Kinnear Denise Nickerson,Mel Stuart,23.981601,29-06-1971,7.4
1838,Hoodwinked!,Animation Comedy Family,"The recipes of candies of the goody shops have been stolen by the Goody Bandit, and many animals are out of business. While the police are chasing the criminal, there is a mess at Granny's house evolving Little Red Hiding Hood, The Wolf, The Woodsman and Granny, disturbing the peace in the forest and they are all arrested by the impatient Chief Grizzly.",Anne Hathaway Glenn Close Jim Belushi Patrick Warburton Anthony Anderson,Cory Edwards,23.980329,16-12-2005,5.9
359,Lolita,Drama Romance,"Humbert Humbert is a middle-aged British novelist who is both appalled by and attracted to the vulgarity of American culture. When he comes to stay at the boarding house run by Charlotte Haze, he soon becomes obsessed with Lolita, the woman's teenaged daughter.",James Mason Sue Lyon Shelley Winters Peter Sellers Lois Maxwell,Stanley Kubrick,23.962109,13-06-1962,7.3
816,Flags of Our Fathers,War Drama History,"There were five Marines and one Navy Corpsman photographed raising the U.S. flag on Mt. Suribachi by Joe Rosenthal on February 23, 1945. This is the story of three of the six surviving servicemen – John 'Doc' Bradley, Pvt. Rene Gagnon and Pvt. Ira Hayes, who fought in the battle to take Iwo Jima from the Japanese.",Ryan Phillippe Adam Beach Jesse Bradford John Benjamin Hickey John Slattery,Clint Eastwood,23.9366,18-10-2006,6.7
2284,Race to Witch Mountain,Adventure Family Fantasy Science Fiction Thriller,"A taxi driver gets more than he bargained for when he picks up two teen runaways. Not only does the pair possess supernatural powers, but they're also trying desperately to escape people who have made them their targets.",Dwayne Johnson AnnaSophia Robb Alexander Ludwig Carla Gugino Chris Marquette,Andy Fickman,23.935053,12-03-2009,5.5
2985,Case 39,Horror Mystery Thriller,"In her many years as a social worker, Emily Jenkins believes she has seen it all, until she meets 10-year-old Lilith and the girl's cruel parents. Emily's worst fears are confirmed when the parents try to harm the child, and so Emily assumes custody of Lilith while she looks for a foster family. However, Emily soon finds that dark forces surround the seemingly innocent girl, and the more she tries to protect Lilith, the more horrors she encounters.",Ren\u00e9e Zellweger Jodelle Ferland Ian McShane Kerry O'Malley Callum Keith Rennie,Christian Alvart,23.917982,13-08-2009,6.1
1502,How to Lose a Guy in 10 Days,Comedy Romance,"An advice columnist, Andie Anderson (Kate Hudson), tries pushing the boundaries of what she can write about in her new piece about how to get a man to leave you in 10 days. Her editor, Lana (Bebe Neuwirth), loves it, and Andie goes off to find a man she can use for the experiment. Enter executive Ben Berry (Matthew McConaughey), who is so confident in his romantic prowess that he thinks he can make any woman fall in love with him in 10 days. When Andie and Ben meet, their plans backfire.",Kate Hudson Matthew McConaughey Kathryn Hahn Annie Parisse Adam Goldberg,Donald Petrie,23.854701,07-02-2003,6.3
2801,Invictus,Drama History,"Newly elected President Nelson Mandela knows his nation remains racially and economically divided in the wake of apartheid. Believing he can bring his people together through the universal language of sport, Mandela rallies South Africa's rugby team as they make their historic run to the 1995 Rugby World Cup Championship match.",Morgan Freeman Matt Damon Tony Kgoroge Patrick Mofokeng Matt Stern,Clint Eastwood,23.85119,10-12-2009,7.0
1753,The Waterboy,Comedy,Bobby Boucher is a water boy for a struggling college football team. The coach discovers Boucher's hidden rage makes him a tackling machine whose bone-crushing power might vault his team into the playoffs.,Adam Sandler Kathy Bates Fairuza Balk Henry Winkler Jerry Reed,Frank Coraci,23.839127,06-11-1998,5.9
3103,Nanny McPhee and the Big Bang,Comedy Fantasy,"Nanny McPhee appears at the door of a harried young mother, Mrs. Isabel Green, who is trying to run the family farm while her husband is away at war. But once she’s arrived, Nanny McPhee discovers that the children are fighting a war of their own against two spoiled city cousins who have just moved in. Relying on everything from a flying motorcycle and a statue that comes to life to a tree-climbing piglet and a baby elephant, Nanny uses her magic to teach her mischievous charges five new lessons.",Emma Thompson Asa Butterfield Ralph Fiennes Maggie Gyllenhaal Maggie Smith,Susanna White,23.835055,26-03-2010,6.0
3154,The Firm,Drama Mystery Thriller,"Mitch McDeere is a young man with a promising future in Law. About to sit his Bar exam, he is approached by 'The Firm' and made an offer he doesn't refuse. Seduced by the money and gifts showered on him, he is totally oblivious to the more sinister side of his company. Then, two Associates are murdered. The FBI contact him, asking him for information and suddenly his life is ruined. He has a choice - work with the FBI, or stay with the Firm. Either way he will lose his life as he knows it. Mitch figures the only way out is to follow his own plan...",Tom Cruise Jeanne Tripplehorn Gene Hackman Holly Hunter Ed Harris,Sydney Pollack,23.736535,30-06-1993,6.6
3738,The Pirates! In an Adventure with Scientists!,Animation Adventure Family Comedy,"The luxuriantly bearded Pirate Captain is a boundlessly enthusiastic, if somewhat less-than-successful, terror of the High Seas. With a rag-tag crew at his side, and seemingly blind to the impossible odds stacked against him, the Captain has one dream: to beat his bitter rivals Black Bellamy and Cutlass Liz to the much coveted Pirate of the Year Award. It’s a quest that takes our heroes from the shores of exotic Blood Island to the foggy streets of Victorian London. Along the way they battle a diabolical queen and team up with a haplessly smitten young scientist, but never lose sight of what a pirate loves best: adventure!",Hugh Grant Brendan Gleeson Jeremy Piven Brian Blessed Salma Hayek,Peter Lord,23.700759,12-03-2012,6.4
30,Before Sunrise,Drama Romance,"A dialogue marathon of a film, this fairytale love story of an American boy and French girl. During a day and a night together in Vienna their two hearts collide.",Ethan Hawke Julie Delpy Andrea Eckert Hanno P\u00f6schl Karl Bruckschwaiger,Richard Linklater,23.672571,27-01-1995,7.7
917,The Ladykillers,Comedy Crime Thriller,"An eccentric, if not charming Southern professor and his crew pose as a band in order to rob a casino, all under the nose of his unsuspecting landlord – a sharp old woman.",Tom Hanks Irma P. Hall Marlon Wayans J.K. Simmons Tzi Ma,Joel Coen,23.666229,25-03-2004,6.0
653,Hostage,Mystery Drama Thriller Crime,"When a mafia accountant is taken hostage on his beat, a police officer – wracked by guilt from a prior stint as a negotiator – must negotiate the standoff, even as his own family is held captive by the mob.",Bruce Willis Kevin Pollak Jimmy Bennett Michelle Horn Ben Foster,Florent-Emilio Siri,23.663713,09-03-2005,6.2
2540,Planet 51,Science Fiction Animation Family Comedy Adventure,"When Earth astronaut Capt. Chuck Baker arrives on Planet 51 -- a world reminiscent of American suburbia circa 1950 -- he tries to avoid capture, recover his spaceship and make it home safely, all with the help of an empathetic little green being.",Dwayne Johnson Seann William Scott Jessica Biel Justin Long Gary Oldman,Jorge Blanco,23.661071,19-11-2009,5.6
652,The Patriot,Drama History War Action,"After proving himself on the field of battle in the French and Indian War, Benjamin Martin wants nothing more to do with such things, preferring the simple life of a farmer. But when his son Gabriel enlists in the army to defend their new nation, America, against the British, Benjamin reluctantly returns to his old life to protect his son.",Mel Gibson Heath Ledger Joely Richardson Jason Isaacs Tch\u00e9ky Karyo,Roland Emmerich,23.657284,28-06-2000,6.8
2149,A Serious Man,Comedy Drama,"A Serious Man is the story of an ordinary man's search for clarity in a universe where Jefferson Airplane is on the radio and F-Troop is on TV. It is 1967, and Larry Gopnik, a physics professor at a quiet Midwestern university, has just been informed by his wife Judith that she is leaving him. She has fallen in love with one of his more pompous acquaintances Sy Ableman.",Michael Stuhlbarg Richard Kind Fred Melamed Sari Lennick Aaron Wolff,Joel Coen,23.612409,02-10-2009,6.6
33,Hero,Drama Adventure Action History,One man defeated three assassins who sought to murder the most powerful warlord in pre-unified China.,Jet Li Tony Leung Chiu-Wai Maggie Cheung Donnie Yen Zhang Ziyi,Zhang Yimou,23.607392,19-12-2002,7.2
1266,Species,Science Fiction Horror Action,"In 1993, the Search for Extra Terrestrial Intelligence Project receives a transmission detailing an alien DNA structure, along with instructions on how to splice it with human DNA. The result is Sil, a sensual but deadly creature who can change from a beautiful woman to an armour-plated killing machine in the blink of an eye.",Natasha Henstridge Ben Kingsley Michael Madsen Alfred Molina Forest Whitaker,Roger Donaldson,23.607071,07-07-1995,5.5
1006,Elite Squad,Drama Action Crime,"In 1997, before the visit of the pope to Rio de Janeiro, Captain Nascimento from BOPE (Special Police Operations Battalion) is assigned to eliminate the risks of the drug dealers in a dangerous slum nearby where the pope intends to be lodged.",Wagner Moura Caio Junqueira Andr\u00e9 Ramiro Milhem Cortaz Fernanda Machado,Jos\u00e9 Padilha,23.604936,12-10-2007,7.8
1063,Napoleon Dynamite,Comedy,"A listless and alienated teenager decides to help his new friend win the class presidency in their small western high school, while he must deal with his bizarre family life back home.",Jon Heder Aaron Ruell Jon Gries Efren Ramirez Shondrella Avery,Jared Hess,23.603514,11-06-2004,6.7
1611,Bedtime Stories,Fantasy Comedy Family Romance,Skeeter Bronson is a down-on-his-luck guy who's always telling bedtime stories to his niece and nephew. But his life is turned upside down when the fantastical stories he makes up for entertainment inexplicably turn into reality. Can a bewildered Skeeter manage his own unruly fantasies now that the outrageous characters and situations from his mind have morphed into actual people and events?,Adam Sandler Keri Russell Guy Pearce Courteney Cox Lucy Lawless,Adam Shankman,23.531721,24-12-2008,5.9
